Name,Team,xMLBAMID,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,xAVG,SLG,xSLG
David Hamilton,BOS,666152,91.0,177.0,194.0,35.0,24.0,4.0,1.0,6.0,27.0,19.0,13.0,0.0,47.0,1.0,0.0,3.0,3.0,22.0,6.0,0.198,0.216,0.333,0.326
Christian Moore,LAA,695681,53.0,162.0,184.0,32.0,19.0,5.0,1.0,7.0,20.0,16.0,19.0,0.0,62.0,1.0,1.0,1.0,3.0,3.0,0.0,0.198,0.214,0.37,0.367
Travis d'Arnaud,LAA,518595,69.0,213.0,231.0,42.0,23.0,13.0,0.0,6.0,16.0,21.0,13.0,0.0,74.0,4.0,1.0,0.0,5.0,0.0,0.0,0.197,0.207,0.343,0.384
Max Schuemann,ATH,680474,101.0,183.0,213.0,36.0,28.0,4.0,2.0,2.0,20.0,13.0,22.0,0.0,35.0,4.0,1.0,3.0,6.0,7.0,1.0,0.197,0.232,0.273,0.331
Taylor Trammell,HOU,666211,52.0,117.0,135.0,23.0,13.0,7.0,0.0,3.0,15.0,12.0,17.0,0.0,41.0,0.0,1.0,0.0,0.0,3.0,2.0,0.197,0.195,0.333,0.316
John Rave,KCR,670231,72.0,153.0,175.0,30.0,21.0,5.0,0.0,4.0,18.0,14.0,18.0,0.0,46.0,1.0,1.0,2.0,1.0,7.0,2.0,0.196,0.236,0.307,0.357
Trey Sweeney,DET,700242,118.0,296.0,326.0,58.0,44.0,6.0,2.0,6.0,36.0,32.0,26.0,0.0,92.0,0.0,4.0,0.0,2.0,3.0,1.0,0.196,0.195,0.291,0.3
Colton Cowser,BAL,681297,92.0,327.0,360.0,64.0,34.0,14.0,0.0,16.0,36.0,40.0,27.0,1.0,128.0,6.0,0.0,0.0,5.0,14.0,0.0,0.196,0.211,0.385,0.419
Bo Naylor,CLE,666310,123.0,359.0,414.0,70.0,33.0,22.0,1.0,14.0,46.0,47.0,45.0,0.0,99.0,1.0,6.0,3.0,4.0,1.0,2.0,0.195,0.212,0.379,0.385
Will Wilson,CLE,669717,34.0,78.0,91.0,15.0,11.0,4.0,0.0,0.0,7.0,2.0,7.0,0.0,34.0,1.0,0.0,5.0,1.0,2.0,0.0,0.192,0.153,0.244,0.233
Heston Kjerstad,BAL,677008,54.0,156.0,167.0,30.0,19.0,5.0,2.0,4.0,16.0,19.0,6.0,0.0,45.0,4.0,1.0,0.0,9.0,1.0,0.0,0.192,0.242,0.327,0.414
Connor Wong,BOS,657136,63.0,168.0,188.0,32.0,24.0,8.0,0.0,0.0,16.0,7.0,16.0,0.0,42.0,1.0,2.0,1.0,7.0,2.0,1.0,0.19,0.229,0.238,0.304
Kyren Paris,LAA,677347,44.0,126.0,140.0,24.0,13.0,4.0,1.0,6.0,20.0,11.0,10.0,0.0,59.0,3.0,0.0,0.0,1.0,7.0,1.0,0.19,0.187,0.381,0.372
Drew Gilbert,SFG,687551,39.0,100.0,109.0,19.0,10.0,5.0,1.0,3.0,12.0,13.0,7.0,0.0,20.0,1.0,1.0,0.0,2.0,1.0,1.0,0.19,0.22,0.35,0.336
Michael Toglia,COL,669911,88.0,306.0,337.0,58.0,31.0,15.0,1.0,11.0,22.0,32.0,28.0,2.0,132.0,1.0,2.0,0.0,7.0,3.0,0.0,0.19,0.204,0.353,0.362
Christian Vazquez,MIN,543877,65.0,190.0,214.0,36.0,26.0,7.0,0.0,3.0,14.0,14.0,18.0,0.0,35.0,4.0,2.0,0.0,3.0,1.0,1.0,0.189,0.213,0.274,0.306
Jake Rogers,DET,668670,49.0,123.0,142.0,23.0,13.0,5.0,2.0,3.0,14.0,19.0,15.0,0.0,39.0,1.0,2.0,1.0,3.0,0.0,0.0,0.187,0.201,0.333,0.324
Riley Adams,WSN,656180,83.0,263.0,286.0,49.0,33.0,8.0,0.0,8.0,29.0,24.0,18.0,0.0,110.0,5.0,0.0,0.0,6.0,1.0,0.0,0.186,0.216,0.308,0.363
Willie MacIver,ATH,680862,33.0,102.0,111.0,19.0,11.0,5.0,0.0,3.0,7.0,9.0,7.0,0.0,27.0,2.0,0.0,0.0,1.0,3.0,0.0,0.186,0.208,0.324,0.309
Chris Taylor,LAA,621035,58.0,113.0,125.0,21.0,12.0,7.0,0.0,2.0,15.0,12.0,5.0,0.0,42.0,6.0,1.0,0.0,1.0,2.0,2.0,0.186,0.211,0.301,0.331
Joc Pederson,TEX,592626,96.0,265.0,306.0,48.0,28.0,10.0,1.0,9.0,28.0,26.0,34.0,0.0,65.0,5.0,1.0,0.0,5.0,2.0,0.0,0.181,0.229,0.328,0.398
Jorge Mateo,BAL,622761,43.0,79.0,83.0,14.0,9.0,4.0,0.0,1.0,9.0,3.0,4.0,0.0,30.0,0.0,0.0,0.0,1.0,15.0,2.0,0.177,0.176,0.266,0.262
Adael Amador,COL,691182,41.0,113.0,128.0,20.0,12.0,7.0,0.0,1.0,5.0,10.0,11.0,0.0,27.0,1.0,0.0,3.0,2.0,1.0,1.0,0.177,0.221,0.265,0.303
Tyler Locklear,ARI,682988,31.0,103.0,116.0,18.0,15.0,0.0,0.0,3.0,11.0,6.0,10.0,0.0,43.0,3.0,0.0,0.0,3.0,3.0,1.0,0.175,0.171,0.262,0.285
Zack Gelof,ATH,680869,30.0,92.0,101.0,16.0,11.0,3.0,0.0,2.0,12.0,7.0,7.0,0.0,46.0,0.0,1.0,1.0,0.0,1.0,2.0,0.174,0.154,0.272,0.315
Carson Williams,TBR,700246,32.0,99.0,106.0,17.0,9.0,3.0,0.0,5.0,11.0,12.0,6.0,0.0,44.0,0.0,0.0,1.0,3.0,2.0,1.0,0.172,0.176,0.354,0.331
David Fry,CLE,681807,66.0,146.0,157.0,25.0,13.0,4.0,0.0,8.0,16.0,23.0,9.0,0.0,58.0,2.0,0.0,0.0,3.0,1.0,0.0,0.171,0.144,0.363,0.266
Henry Davis,PIT,680779,87.0,252.0,283.0,42.0,28.0,7.0,0.0,7.0,25.0,22.0,18.0,0.0,76.0,5.0,3.0,3.0,2.0,2.0,1.0,0.167,0.222,0.278,0.408
Samuel Basallo,BAL,694212,31.0,109.0,118.0,18.0,8.0,6.0,0.0,4.0,10.0,15.0,6.0,0.0,30.0,3.0,0.0,0.0,4.0,0.0,0.0,0.165,0.222,0.33,0.391
Oswald Peraza,LAA,672724,106.0,244.0,265.0,40.0,29.0,6.0,0.0,5.0,24.0,20.0,17.0,0.0,80.0,2.0,1.0,0.0,6.0,9.0,0.0,0.164,0.203,0.25,0.319
Jhonkensy Noel,CLE,678877,69.0,148.0,153.0,24.0,16.0,2.0,0.0,6.0,19.0,13.0,4.0,0.0,52.0,0.0,1.0,0.0,4.0,0.0,0.0,0.162,0.172,0.297,0.299
Austin Hedges,CLE,595978,70.0,155.0,180.0,25.0,17.0,3.0,0.0,5.0,13.0,10.0,18.0,0.0,43.0,1.0,2.0,4.0,2.0,1.0,2.0,0.161,0.178,0.277,0.286
Lane Thomas,CLE,657041,39.0,125.0,142.0,20.0,14.0,2.0,0.0,4.0,10.0,11.0,14.0,0.0,44.0,1.0,2.0,0.0,4.0,4.0,1.0,0.16,0.174,0.272,0.283
Mickey Gasper,MIN,681508,45.0,95.0,110.0,15.0,12.0,1.0,0.0,2.0,15.0,11.0,10.0,0.0,20.0,3.0,1.0,1.0,1.0,2.0,0.0,0.158,0.168,0.232,0.244
Jac Caglianone,KCR,695506,62.0,210.0,232.0,33.0,19.0,6.0,1.0,7.0,19.0,18.0,18.0,0.0,52.0,4.0,0.0,0.0,4.0,1.0,0.0,0.157,0.248,0.295,0.432
Ben Rortvedt,LAD,666163,44.0,112.0,128.0,17.0,13.0,3.0,0.0,1.0,9.0,10.0,11.0,0.0,23.0,2.0,0.0,3.0,1.0,0.0,0.0,0.152,0.192,0.205,0.255
Hunter Feduccia,TBR,676439,38.0,88.0,105.0,13.0,8.0,5.0,0.0,0.0,5.0,8.0,15.0,0.0,29.0,0.0,2.0,0.0,0.0,1.0,0.0,0.148,0.195,0.205,0.292
Jack Suwinski,PIT,669261,59.0,150.0,178.0,22.0,12.0,7.0,0.0,3.0,15.0,10.0,24.0,1.0,57.0,4.0,0.0,0.0,1.0,7.0,1.0,0.147,0.204,0.253,0.386
James Outman,MIN,681546,59.0,134.0,148.0,18.0,6.0,5.0,1.0,6.0,19.0,11.0,12.0,0.0,63.0,2.0,0.0,0.0,0.0,1.0,0.0,0.134,0.166,0.321,0.384
DaShawn Keirsey Jr.,MIN,680577,74.0,84.0,88.0,9.0,7.0,0.0,0.0,2.0,11.0,6.0,2.0,0.0,33.0,1.0,0.0,1.0,1.0,10.0,3.0,0.107,0.149,0.179,0.224
